episode,step,sensor_x,sensor_x_actual,peak_idx,d3d_est,d_horiz_est,oracle_horiz_dist,drift,stationarity_ok,waveform_tag,posture_violation,sensor_pose_violation,ik_ok,q_shoulder_pan,q_shoulder_lift,q_elbow,q_wrist_1,q_wrist_2,q_wrist_3
0,0,0.6,0.5999996423369188,24.0,0.5009070754461152,inf,0.4112351338496506,0.03574955056003561,True,ep000_step000,False,False,True,-0.5204884945273844,-2.2357968911138335,2.053048796509201,-1.38669081607142,-1.5715990109118338,-0.520625194614212
0,1,0.65,0.6500030088943827,19.0,0.41450118882111614,inf,0.36123513384965056,0.013369396359662902,True,ep000_step001,False,False,True,-0.4505453345505175,-2.133868620733503,2.0146885966875834,-1.4498058208938405,-1.5705149052021627,-0.45033147375795185
0,2,0.7000000000000001,0.7000078566784489,16.0,0.36265765684611667,inf,0.3112351338496505,0.0062237188409787775,True,ep000_step002,False,False,True,-0.39759916931969336,-2.0363216106618363,1.9688720593553608,-1.5019139503511671,-1.5699995604006818,-0.3979843714559276
0,3,0.7500000000000001,0.7500125736661709,14.0,0.328095302196117,inf,0.26123513384965047,0.01244095127064135,True,ep000_step003,False,False,True,-0.3559145818388143,-1.942184148059434,1.9157477500180542,-1.5428007376744202,-1.5701623792846198,-0.3551781178650099
0,4,0.8000000000000002,0.8000176432805527,11.0,0.2762517702211175,inf,0.21123513384965042,0.04311295008687831,True,ep000_step004,False,False,True,-0.3222635464594593,-1.8512573785587165,1.8561487764526605,-1.57472729285862,-1.5704263758040753,-0.32120842798532245
0,5,0.8500000000000002,0.8500235798860047,24.0,0.5009070754461152,inf,0.16123513384965038,0.0032995821776571287,True,ep000_step005,False,False,True,-0.2945928842297702,-1.7629644877008555,1.79018067040535,-1.5978585796301343,-1.5702782760485732,-0.2936959795476594
0,6,0.9000000000000002,0.9000300558224845,21.0,0.44906354347111577,inf,0.11123513384965034,0.03327359522462287,True,ep000_step006,False,False,True,-0.27115185267695463,-1.6765115646744237,1.7174822973979744,-1.611606507748676,-1.5712501241795143,-0.27084313925875253
0,7,0.9500000000000003,0.9500381445758157,20.0,0.431782366146116,inf,0.06123513384965029,0.03592737355372004,True,ep000_step007,False,False,True,-0.2515410449359567,-1.591526688199916,1.6380952332740333,-1.6164320849088567,-1.5701290805608197,-0.25111172552163513
1,0,0.6,0.5999998509440152,31.0,0.6218753167211141,inf,0.5612030708033476,0.049591699208506965,True,ep001_step000,False,False,True,-0.5204884945273844,-2.2357968911138335,2.053048796509201,-1.38669081607142,-1.5715990109118338,-0.520625194614212
1,1,0.65,0.6500030088943827,28.0,0.5700317847461146,inf,0.5112030708033476,0.10461209023590762,False,ep001_step001,False,False,True,-0.4505453345505175,-2.133868620733503,2.0146885966875834,-1.4498058208938405,-1.5705149052021627,-0.45033147375795185
1,2,0.7000000000000001,0.7000078566784489,24.0,0.5009070754461152,inf,0.46120307080334755,0.08096229248096545,False,ep001_step002,False,False,True,-0.39759916931969336,-2.0363216106618363,1.9688720593553608,-1.5019139503511671,-1.5699995604006818,-0.3979843714559276
1,3,0.7500000000000001,0.7500125736661709,24.0,0.5009070754461152,inf,0.4112030708033475,0.14504118201628188,False,ep001_step003,False,False,True,-0.3559145818388143,-1.942184148059434,1.9157477500180542,-1.5428007376744202,-1.5701623792846198,-0.3551781178650099
1,4,0.8000000000000002,0.8000176432805527,19.0,0.41450118882111614,inf,0.36120307080334746,0.02511529320765196,True,ep001_step004,False,False,True,-0.3222635464594593,-1.8512573785587165,1.8561487764526605,-1.57472729285862,-1.5704263758040753,-0.32120842798532245
1,5,0.8500000000000002,0.8500235798860047,16.0,0.36265765684611667,inf,0.3112030708033474,0.012569924702079032,True,ep001_step005,False,False,True,-0.2945928842297702,-1.7629644877008555,1.79018067040535,-1.5978585796301343,-1.5702782760485732,-0.2936959795476594
1,6,0.9000000000000002,0.9000300558224845,14.0,0.328095302196117,inf,0.26120307080334737,0.0026408399334978566,True,ep001_step006,False,False,True,-0.27115185267695463,-1.6765115646744237,1.7174822973979744,-1.611606507748676,-1.5712501241795143,-0.27084313925875253
