episode,target_x,e_closed,e_blind,delta_blind_minus_closed,stop_x_closed,stop_x_blind,d_h_closed,d_h_blind,reason_c,reason_b
0,0.4743427900075762,0.025657209992423824,1.0256572099924242,1.0000000000000004,0.15000000000000002,1.1500000000000004,0.32434279000757615,-0.6756572099924242,standoff_est,corridor_end
1,0.7992733200739198,0.0007266799260801093,0.7007266799260805,0.7000000000000004,0.44999999999999996,1.1500000000000004,0.34927332007391987,-0.35072667992608053,standoff_est,corridor_end
2,0.7278313576308255,0.02216864236917443,0.7721686423691748,0.7500000000000004,0.39999999999999997,1.1500000000000004,0.32783135763082555,-0.42216864236917484,standoff_est,corridor_end
3,0.6900033155930607,0.009996684406939238,0.8099966844069396,0.8000000000000004,0.35,1.1500000000000004,0.34000331559306074,-0.45999668440693964,standoff_est,corridor_end
4,0.6226350960615765,0.027364903938423446,0.8773649039384238,0.8500000000000003,0.3,1.1500000000000004,0.32263509606157653,-0.5273649039384238,standoff_est,corridor_end
5,0.4656028065231597,0.03439719347684028,1.0343971934768406,1.0000000000000002,0.15000000000000002,1.1500000000000004,0.3156028065231597,-0.6843971934768407,standoff_est,corridor_end
6,0.875562437142209,0.024437562857790862,0.6244375628577913,0.6000000000000004,0.5499999999999999,1.1500000000000004,0.3255624371422091,-0.2744375628577913,standoff_est,corridor_end
7,0.9104403317596816,0.03955966824031831,0.5895596682403187,0.5500000000000004,0.6,1.1500000000000004,0.31044033175968166,-0.2395596682403187,standoff_est,corridor_end
8,0.7846534812274624,0.015346518772537565,0.715346518772538,0.7000000000000004,0.44999999999999996,1.1500000000000004,0.3346534812274624,-0.365346518772538,standoff_est,corridor_end
9,0.8281755415877263,0.021824458412273595,0.671824458412274,0.6500000000000004,0.49999999999999994,1.1500000000000004,0.3281755415877264,-0.32182445841227403,standoff_est,corridor_end
10,0.9415722409624137,0.008427759037586302,0.5584277590375867,0.5500000000000004,0.6,1.1500000000000004,0.3415722409624137,-0.2084277590375867,standoff_est,corridor_end
11,0.7385704456128797,0.011429554387120289,0.7614295543871207,0.7500000000000004,0.39999999999999997,1.1500000000000004,0.3385704456128797,-0.4114295543871207,standoff_est,corridor_end
12,1.0784374976270563,0.02156250237294377,0.421562502372944,0.40000000000000024,0.7500000000000001,1.1500000000000004,0.3284374976270562,-0.07156250237294404,standoff_est,corridor_end
13,0.5454711400899049,0.004528859910095051,0.9545288599100954,0.9500000000000004,0.2,1.1500000000000004,0.3454711400899049,-0.6045288599100954,standoff_est,corridor_end
14,0.4958270838801364,0.00417291611986359,1.004172916119864,1.0000000000000004,0.15000000000000002,1.1500000000000004,0.3458270838801364,-0.654172916119864,standoff_est,corridor_end
15,0.5799468629327053,0.020053137067294724,0.9200531370672951,0.9000000000000004,0.25,1.1500000000000004,0.32994686293270525,-0.5700531370672951,standoff_est,corridor_end
16,0.7573140471621251,0.0426859528378748,0.7426859528378752,0.7000000000000004,0.44999999999999996,1.1500000000000004,0.3073140471621252,-0.3926859528378752,standoff_est,corridor_end
17,0.853323874225848,0.04667612577415192,0.6466761257741523,0.6000000000000004,0.5499999999999999,1.1500000000000004,0.30332387422584806,-0.29667612577415237,standoff_est,corridor_end
18,0.7714750879567942,0.02852491204320573,0.7285249120432061,0.7000000000000004,0.44999999999999996,1.1500000000000004,0.32147508795679425,-0.37852491204320615,standoff_est,corridor_end
19,0.8074264780299442,0.04257352197005576,0.6925735219700562,0.6500000000000004,0.49999999999999994,1.1500000000000004,0.3074264780299442,-0.3425735219700562,standoff_est,corridor_end
20,0.6149062626538568,0.03509373734614313,0.8850937373461435,0.8500000000000003,0.3,1.1500000000000004,0.31490626265385685,-0.5350937373461435,standoff_est,corridor_end
21,0.7925568525376647,0.007443147462335209,0.7074431474623356,0.7000000000000004,0.44999999999999996,1.1500000000000004,0.34255685253766477,-0.35744314746233563,standoff_est,corridor_end
22,0.7260350416261916,0.023964958373808354,0.7739649583738087,0.7500000000000004,0.39999999999999997,1.1500000000000004,0.3260350416261916,-0.42396495837380876,standoff_est,corridor_end
23,0.4716829467472535,0.028317053252746527,1.028317053252747,1.0000000000000004,0.15000000000000002,1.1500000000000004,0.32168294674725345,-0.6783170532527469,standoff_est,corridor_end
24,0.8354046540464657,0.014595345953534233,0.6645953459535346,0.6500000000000004,0.49999999999999994,1.1500000000000004,0.33540465404646574,-0.31459534595353467,standoff_est,corridor_end
25,1.0368414701530964,0.013158529846903688,0.463158529846904,0.4500000000000003,0.7000000000000001,1.1500000000000004,0.3368414701530963,-0.113158529846904,standoff_est,corridor_end
26,0.7442437787754681,0.005756221224531843,0.7557562212245322,0.7500000000000004,0.39999999999999997,1.1500000000000004,0.34424377877546813,-0.40575622122453225,standoff_est,corridor_end
27,0.5235260905898051,0.02647390941019484,0.9764739094101952,0.9500000000000004,0.2,1.1500000000000004,0.32352609058980514,-0.6264739094101952,standoff_est,corridor_end
28,0.6276226743762277,0.022377325623772315,0.8723773256237727,0.8500000000000003,0.3,1.1500000000000004,0.32762267437622766,-0.5223773256237727,standoff_est,corridor_end
29,0.5948627698781509,0.005137230121849079,0.9051372301218494,0.9000000000000004,0.25,1.1500000000000004,0.3448627698781509,-0.5551372301218495,standoff_est,corridor_end
