experiment_id,model_name,external_backend_path,room_dim,geometry_policy,target_distance_m,absorption_label,absorption_value,source_position,mic_position,fs,max_order,ray_tracing,air_absorption,rir_peak_index,rir_peak_value,rir_peak_abs_value,direct_delay_samples,direct_delay_ms,rt60_measured,early_energy_50ms,early_energy_100ms,early_late_energy_ratio,runtime_s,method_note
exp4_pra_distance_0.5m,PyRoomAcoustics,/home/lab109/下載/ai-pyroomacoustics-main/backend/server.py,4.5x3x2.8,formal_ur10_fixed_tcp_reference_cond_C,0.5,high_absorption,0.7,"[1.3, 0.16, 0.65]","[0.8, 0.16, 0.65]",96000,10,True,True,180,1.9665515306355636,1.9665515306355636,140,1.4583333333333333,0.10819086821308074,5.116326922138553,5.116625290727279,17030.893543007354,0.03403718501795083,"Batch PRA reference uses direct PyRoomAcoustics calls while recording the external ai-pyroomacoustics backend path for integration provenance; no UI, GPT recommendation, or audio playback output is used as thesis evidence."
exp4_pra_distance_1m,PyRoomAcoustics,/home/lab109/下載/ai-pyroomacoustics-main/backend/server.py,4.5x3x2.8,formal_ur10_fixed_tcp_reference_cond_C,1.0,high_absorption,0.7,"[1.8, 0.16, 0.65]","[0.8, 0.16, 0.65]",96000,10,True,True,320,0.9530572728706684,0.9530572728706684,280,2.9166666666666665,0.11221235921502917,1.5072433065263058,1.5075092187325305,5636.096386164336,0.031107711954973638,"Batch PRA reference uses direct PyRoomAcoustics calls while recording the external ai-pyroomacoustics backend path for integration provenance; no UI, GPT recommendation, or audio playback output is used as thesis evidence."
exp4_pra_distance_1.5m,PyRoomAcoustics,/home/lab109/下載/ai-pyroomacoustics-main/backend/server.py,4.5x3x2.8,formal_ur10_fixed_tcp_reference_cond_C,1.5,high_absorption,0.7,"[2.3, 0.16, 0.65]","[0.8, 0.16, 0.65]",96000,10,True,True,460,0.6065081596315962,0.6065081596315962,420,4.375,0.11432689634264463,0.7450184172116382,0.7452523241785097,3165.9002177051434,0.05396801105234772,"Batch PRA reference uses direct PyRoomAcoustics calls while recording the external ai-pyroomacoustics backend path for integration provenance; no UI, GPT recommendation, or audio playback output is used as thesis evidence."
exp4_pra_distance_2m,PyRoomAcoustics,/home/lab109/下載/ai-pyroomacoustics-main/backend/server.py,4.5x3x2.8,formal_ur10_fixed_tcp_reference_cond_C,2.0,high_absorption,0.7,"[2.8, 0.16, 0.65]","[0.8, 0.16, 0.65]",96000,10,True,True,600,0.442481146350827,0.442481146350827,560,5.833333333333333,0.11653517634032715,0.4795710934460658,0.479790117897858,2176.565373384424,0.07262469292618334,"Batch PRA reference uses direct PyRoomAcoustics calls while recording the external ai-pyroomacoustics backend path for integration provenance; no UI, GPT recommendation, or audio playback output is used as thesis evidence."
exp4_pra_distance_2.5m,PyRoomAcoustics,/home/lab109/下載/ai-pyroomacoustics-main/backend/server.py,4.5x3x2.8,formal_ur10_fixed_tcp_reference_cond_C,2.5,high_absorption,0.7,"[3.3, 0.16, 0.65]","[0.8, 0.16, 0.65]",96000,10,True,True,740,0.31921094393923316,0.31921094393923316,700,7.291666666666667,0.1192003198281426,0.3451411177981398,0.3453680694376798,1512.6847849054511,0.06964968296233565,"Batch PRA reference uses direct PyRoomAcoustics calls while recording the external ai-pyroomacoustics backend path for integration provenance; no UI, GPT recommendation, or audio playback output is used as thesis evidence."
exp4_pra_distance_3m,PyRoomAcoustics,/home/lab109/下載/ai-pyroomacoustics-main/backend/server.py,4.5x3x2.8,formal_ur10_fixed_tcp_reference_cond_C,3.0,high_absorption,0.7,"[3.8, 0.16, 0.65]","[0.8, 0.16, 0.65]",96000,10,True,True,880,0.2672768977302433,0.2672768977302433,840,8.75,0.12054083915165884,0.2824303061185567,0.2826495675303789,1280.7543097977668,0.07126697897911072,"Batch PRA reference uses direct PyRoomAcoustics calls while recording the external ai-pyroomacoustics backend path for integration provenance; no UI, GPT recommendation, or audio playback output is used as thesis evidence."
