episode,target_x,target_y,x_hat,y_hat,n_vantages_used,stop_x,stop_y,stop_dist_2d,stop_err_2d,n_steps,reason,episode_valid
0,1.1357338389868354,0.004989329237131301,1.1301329717722544,-2.8088217730424056e-05,5,0.7999999997192764,-1.0596668830878027e-05,0.33577106797399964,0.01422893202600034,5,standoff_est,True
1,1.095003821605418,0.07243080942930685,1.0848914779263585,0.12455546553546855,5,0.7452833960024318,0.0373193628831006,0.3514785765341908,0.001478576534190812,4,standoff_est,True
2,1.038073848744799,0.06964197101461064,1.047913571133799,0.08071840928788519,5,0.6984147306899259,0.017735297663962653,0.34360241445040085,0.006397585549599127,3,standoff_est,True
3,1.03948867116702,-0.12055925807833684,1.0677104301785902,-0.04745556360815497,5,0.6994891979441175,-0.01009452784612608,0.35749419354323264,0.007494193543232663,3,standoff_est,True
4,1.1136474952909974,0.05830697756211789,1.105750970117694,0.07771568422335406,5,0.7976797499538061,0.030376248257490218,0.3171998451023527,0.03280015489764726,5,standoff_est,True
5,1.1302286162533788,0.06779468038407005,1.135012261565718,0.05380764002711732,5,0.798996121924416,0.020013581864396352,0.33466102054935093,0.015338979450649048,5,standoff_est,True
6,1.1767431811253772,-0.06063972927850762,1.1875723666244855,-0.04364212370418143,5,0.8493132374210882,-0.018517819704708473,0.33012819222286544,0.019871807777134542,6,standoff_est,True
7,1.1682040421213826,-0.11608711575418318,1.1819710287888896,-0.1328464273322453,5,0.8437305844494941,-0.055636338879440715,0.33005654236556303,0.019943457634436945,6,standoff_est,True
8,1.012936852010647,0.007175178908508356,1.019720317518145,-0.022964892292805992,5,0.6998506500545728,-0.0054633033669398146,0.31334118958334617,0.03665881041665381,3,standoff_est,True
9,1.125028849855684,0.13910504428060524,1.1514989818805668,0.09743820569651133,5,0.7969496880555597,0.03479684432269229,0.34426172744865513,0.005738272551344847,5,standoff_est,True
10,1.1280967141189895,-0.11358921914084255,1.1453559223274743,-0.10990574644942054,5,0.7960582250145757,-0.039511674276522024,0.34020147104306786,0.009798528956932118,5,standoff_est,True
11,1.000910441835874,-0.059252630232975154,1.0092949855170397,-0.05386601973470593,5,0.6495725359184259,-0.0065240848106363596,0.35527260468098765,0.005272604680987669,2,standoff_est,True
12,1.0186530006550187,0.09485302281993857,1.0283669085306026,0.10012595880158034,5,0.6973753772962287,0.02276040193883,0.3292668480982861,0.020733151901713875,3,standoff_est,True
13,1.0158103084730379,0.1063952875944453,1.028103100174954,0.09946775693338393,5,0.6974053739858715,0.022631683955739924,0.32923858157925356,0.020761418420746414,3,standoff_est,True
14,1.060024588963636,-0.04913158729549699,1.0550832941399717,-0.05942443101332544,5,0.7487373044983323,-0.01942200428818773,0.3127018272927919,0.03729817270720809,4,standoff_est,True
15,1.0553088064763554,-0.0938674887971682,1.0636516511530008,-0.04749460350355885,5,0.7492191552886375,-0.015285407909031979,0.3160158508697442,0.03398414913025577,4,standoff_est,True
16,1.088557561648958,-0.01735622230823311,1.080048422916734,-0.036943835985542905,5,0.7495577669054285,-0.011509750573384506,0.3390502058219424,0.010949794178057581,4,standoff_est,True
17,1.0236898654677056,0.11124703556597546,1.0190237369161879,0.1356409339242597,5,0.6951395011901248,0.03079732639847546,0.3382565558449183,0.011743444155081662,3,standoff_est,True
18,1.1065741419904698,0.04242834757094133,1.1001501401374056,0.08777595050459798,5,0.7477420294719798,0.02592860828314199,0.3592112559080626,0.009211255908062599,4,standoff_est,True
19,1.1707460919722674,-0.14091663183340564,1.1639653596994584,-0.17278264844781852,5,0.8390333516386866,-0.07323289427829491,0.33854753053159714,0.011452469468402837,6,standoff_est,True
20,1.051967189810902,-0.07307692397361973,1.072095342252552,-0.07263224150354086,5,0.6988371008935236,-0.01520616608364649,0.35784058506205735,0.00784058506205737,3,standoff_est,True
21,1.0877329499402255,-0.11297157203671018,1.0725957752262512,-0.1783463675716746,5,0.7403394398327903,-0.052960755540481304,0.3525387198043766,0.0025387198043766435,4,standoff_est,True
22,1.1761505612307048,0.14207067184045266,1.1775668102953045,0.17863246806703248,5,0.8388376107437995,0.07386877347156479,0.3441388172050656,0.005861182794934361,6,standoff_est,True
23,1.0430050562801758,0.14280229077686538,1.0328013392774504,0.176783694851021,5,0.738862538904519,0.05672032518410815,0.3160898221643878,0.033910177835612176,4,standoff_est,True
24,1.0517763360384138,-0.023833839877582697,1.0421098260000177,-0.034669192934435177,5,0.6996939447775455,-0.007817760209399912,0.35244648536183293,0.0024464853618329507,3,standoff_est,True
25,1.0412606571743812,0.019201106197685697,1.0467922582777696,0.0232033909276215,5,0.699865418850628,0.005186339536575351,0.34168278041876443,0.008317219581235546,3,standoff_est,True
26,1.1775706965903447,-0.032243510646598444,1.1729229985465859,-0.04268779054006756,5,0.849308931367112,-0.01857570296351436,0.32854618468996794,0.021453815310032043,6,standoff_est,True
27,1.1349933868483482,-0.06163435232555889,1.140979555510788,-0.01378617170753924,5,0.799935089613581,-0.005095089911803712,0.339795159971641,0.010204840028358975,5,standoff_est,True
28,1.1316832758023097,-0.05867054648997287,1.1316161910298324,-0.08150446836113155,5,0.7976901087686444,-0.030308759378132735,0.33519520669805997,0.014804793301940011,5,standoff_est,True
29,1.1014773994006977,-0.1429534586930537,1.0902607877247112,-0.21496209812968495,5,0.7831665134049665,-0.08031206862650349,0.32441603519687046,0.025583964803129522,5,standoff_est,True
