episode,step,sensor_x,peak_idx,d3d_est,d_horiz_est,oracle_horiz_dist,drift,stationarity_ok,waveform_tag
0,0,0.42500000000000004,nan,nan,nan,0.04934279000757613,nan,,
1,0,0.42500000000000004,nan,nan,nan,0.3742733200739198,nan,,
2,0,0.42500000000000004,nan,nan,nan,0.30283135763082547,nan,,
3,0,0.42500000000000004,nan,nan,nan,0.2650033155930607,nan,,
4,0,0.42500000000000004,nan,nan,nan,0.19763509606157648,nan,,
5,0,0.42500000000000004,nan,nan,nan,0.040602806523159674,nan,,
6,0,0.42500000000000004,nan,nan,nan,0.450562437142209,nan,,
7,0,0.42500000000000004,nan,nan,nan,0.4854403317596816,nan,,
8,0,0.42500000000000004,nan,nan,nan,0.3596534812274623,nan,,
9,0,0.42500000000000004,nan,nan,nan,0.4031755415877263,nan,,
10,0,0.42500000000000004,nan,nan,nan,0.5165722409624136,nan,,
11,0,0.42500000000000004,nan,nan,nan,0.3135704456128796,nan,,
12,0,0.42500000000000004,nan,nan,nan,0.6534374976270563,nan,,
13,0,0.42500000000000004,nan,nan,nan,0.1204711400899049,nan,,
14,0,0.42500000000000004,nan,nan,nan,0.07082708388013637,nan,,
15,0,0.42500000000000004,nan,nan,nan,0.1549468629327052,nan,,
16,0,0.42500000000000004,nan,nan,nan,0.3323140471621251,nan,,
17,0,0.42500000000000004,nan,nan,nan,0.42832387422584794,nan,,
18,0,0.42500000000000004,nan,nan,nan,0.34647508795679416,nan,,
19,0,0.42500000000000004,nan,nan,nan,0.3824264780299441,nan,,
20,0,0.42500000000000004,nan,nan,nan,0.1899062626538568,nan,,
21,0,0.42500000000000004,nan,nan,nan,0.3675568525376647,nan,,
22,0,0.42500000000000004,nan,nan,nan,0.30103504162619155,nan,,
23,0,0.42500000000000004,nan,nan,nan,0.04668294674725343,nan,,
24,0,0.42500000000000004,nan,nan,nan,0.41040465404646564,nan,,
25,0,0.42500000000000004,nan,nan,nan,0.6118414701530963,nan,,
26,0,0.42500000000000004,nan,nan,nan,0.31924377877546806,nan,,
27,0,0.42500000000000004,nan,nan,nan,0.0985260905898051,nan,,
28,0,0.42500000000000004,nan,nan,nan,0.2026226743762276,nan,,
29,0,0.42500000000000004,nan,nan,nan,0.16986276987815085,nan,,
