episode,target_x,stop_sensor_x,d_horiz_est_stop,n_steps,reason,episode_valid,bar_x_pred,grasp_center_x_actual,align_error_x,aligned,bar_z_gain_m,grasp_lift_success,advance_ik_ok,lift_ik_ok,grasp_pose_peak_idx
0,1.1268428284417602,0.9000000000000002,0.22021949489159176,7,corridor_end,True,1.075,1.04999953463418,-0.07684451386588109,False,0.0,False,True,True,19.0
1,1.1015341648072436,0.9000000000000002,0.17223390205604708,7,corridor_end,True,1.075,1.04999953463418,-0.05153578564780248,False,1.1920928955078125e-07,False,True,True,19.0
2,1.0226869503527662,0.9000000000000002,0.3840634402220124,7,corridor_end,True,1.075,1.04999953463418,0.027311384228296154,False,2.086162567138672e-07,False,True,True,20.0
3,1.0462508693926684,0.9000000000000002,0.4221097810934275,7,corridor_end,True,1.075,1.04999953463418,0.0037475223813723257,True,0.0,False,True,True,19.0
4,1.0320450717521008,0.9000000000000002,0.40316832824303833,7,corridor_end,True,1.075,1.04999953463418,0.017953216579980724,True,1.4901161193847656e-07,False,True,True,19.0
5,1.0210500781342988,0.9000000000000002,0.3840634402220124,7,corridor_end,True,1.075,1.04999953463418,0.02894824698311793,False,2.086162567138672e-07,False,True,True,19.0
6,1.1454043529568543,0.9000000000000002,0.24248849005002188,7,corridor_end,True,1.075,1.04999953463418,-0.09540599629538549,False,2.682209014892578e-07,False,True,True,20.0
7,1.0518935945491499,0.9000000000000002,0.4221097810934275,7,corridor_end,True,1.075,1.04999953463418,-0.0018952493395139047,True,-0.029999881982803345,False,True,True,19.0
8,1.0763240692363187,0.9000000000000002,0.14538380233378137,7,corridor_end,True,1.075,1.04999953463418,-0.026325762721471913,False,0.08535072207450867,True,True,True,19.0
9,1.1453601743861814,0.9000000000000002,0.24248849005002188,7,corridor_end,True,1.075,1.04999953463418,-0.09536105439322484,False,0.0,False,True,True,19.0
10,1.1005112172132308,0.9000000000000002,0.17223390205604708,7,corridor_end,True,1.075,1.04999953463418,-0.050512850734167225,False,1.4901161193847656e-07,False,True,True,19.0
11,1.0978241922728436,0.9000000000000002,0.17223390205604708,7,corridor_end,True,1.075,1.04999953463418,-0.047825873347692616,False,1.1920928955078125e-07,False,True,True,19.0
12,1.0876980152190554,0.9000000000000002,0.17223390205604708,7,corridor_end,True,1.075,1.04999953463418,-0.0376996402468015,False,0.08495160937309265,True,True,True,19.0
13,1.018315554530683,0.9000000000000002,0.3840634402220124,7,corridor_end,True,1.075,1.04999953463418,0.0316827888761233,False,2.086162567138672e-07,False,True,True,19.0
14,1.0677511070984784,0.9000000000000002,0.4781469608437572,7,corridor_end,True,1.075,1.04999953463418,-0.017752707454137928,True,0.08690384030342102,True,True,True,19.0
15,1.0547566673150635,0.9000000000000002,0.4409088628101414,7,corridor_end,True,1.075,1.04999953463418,-0.004758298846655018,True,-0.029999881982803345,False,True,True,19.0
16,1.0930510210449116,0.9000000000000002,0.17223390205604708,7,corridor_end,True,1.075,1.04999953463418,-0.043052733394079334,False,1.4901161193847656e-07,False,True,True,20.0
17,1.0672478557395788,0.9000000000000002,0.4781469608437572,7,corridor_end,True,1.075,1.04999953463418,-0.01724952504294408,True,0.08736041188240051,True,True,True,19.0
18,1.0870646592546869,0.9000000000000002,0.17223390205604708,7,corridor_end,True,1.075,1.04999953463418,-0.0370662812914182,False,0.08564415574073792,True,True,True,19.0
19,1.1294727034602832,0.9000000000000002,0.22021949489159176,7,corridor_end,True,1.075,1.04999953463418,-0.07947439000266088,False,-2.9802322387695312e-08,False,True,True,19.0
20,1.0988468985283415,0.9000000000000002,0.17223390205604708,7,corridor_end,True,1.075,1.04999953463418,-0.04884856984274877,False,0.08774951100349426,True,True,True,19.0
21,1.0580929356047282,0.9000000000000002,0.4409088628101414,7,corridor_end,True,1.075,1.04999953463418,-0.008094609233312733,True,1.4901161193847656e-07,False,True,True,19.0
22,1.0230085147267927,0.9000000000000002,0.3840634402220124,7,corridor_end,True,1.075,1.04999953463418,0.026989876774377697,False,2.086162567138672e-07,False,True,True,19.0
23,1.1226163649239311,0.9000000000000002,0.19693799955115812,7,corridor_end,True,1.075,1.04999953463418,-0.0726180677141477,False,2.086162567138672e-07,False,True,True,19.0
24,1.0759257499944372,0.9000000000000002,0.14538380233378137,7,corridor_end,True,1.075,1.04999953463418,-0.0259273652757932,False,0.08575126528739929,True,True,True,19.0
25,1.0315535684161508,0.9000000000000002,0.4409088628101414,7,corridor_end,True,1.075,1.04999953463418,0.018444716480798595,True,1.4901161193847656e-07,False,True,True,19.0
26,1.0630837754089069,0.9000000000000002,0.4781469608437572,7,corridor_end,True,1.075,1.04999953463418,-0.01308542534964574,True,0.08683386445045471,True,True,True,19.0
27,1.140117006101498,0.9000000000000002,0.22021949489159176,7,corridor_end,True,1.075,1.04999953463418,-0.09011870667593969,False,2.086162567138672e-07,False,True,True,19.0
28,1.0390178322451131,0.9000000000000002,0.4409088628101414,7,corridor_end,True,1.075,1.04999953463418,0.010980546024865978,True,8.940696716308594e-08,False,True,True,19.0
29,1.0128207481102045,0.9000000000000002,0.3840634402220124,7,corridor_end,True,1.075,1.04999953463418,0.03717762186867701,False,2.086162567138672e-07,False,True,True,19.0
