target_distance_m,rtx_repeat_count,amplitude_max_mean,amplitude_mean_mean,amplitude_max_std_across_repeats,primary_sgw_peak_mean,primary_sgw_early_energy_mean,ref_sgw_peak_mean,all_sgw_peak_mean_mean,pra_geometry_policy,pra_absorption_label,pra_absorption_value,pra_rir_peak_abs_value,pra_direct_delay_ms,pra_rt60_measured,pra_early_energy_50ms
0.5,1,5054.6306559244795,380.5777354878024,0.0,5054.6306559244795,165.37677451968193,5054.6306559244795,4913.072570800781,formal_ur10_fixed_tcp_reference_cond_A,low_absorption,0.1,1.9651241260513337,1.4583333333333333,0.8677178955469645,10.648052814899517
1.0,1,5171.285481770833,392.67113269418087,0.0,5171.285481770833,168.78718468298516,5171.285481770833,5120.433207194011,formal_ur10_fixed_tcp_reference_cond_A,low_absorption,0.1,0.947796991137651,2.9166666666666665,0.8825145975140927,6.0405619027171555
1.5,1,5171.060791015625,394.7556531342484,0.0,5171.060791015625,158.13428754607835,5171.060791015625,5120.372253417969,formal_ur10_fixed_tcp_reference_cond_A,low_absorption,0.1,0.5981440465853497,4.375,0.8821143197675466,4.5210734448044105
2.0,1,5171.1114501953125,395.66634409079956,0.0,5171.1114501953125,156.2293489202857,5171.1114501953125,5120.3358154296875,formal_ur10_fixed_tcp_reference_cond_A,low_absorption,0.1,0.44240359105279503,5.833333333333333,0.8900485290545981,4.196311326754998
2.5,1,5171.2290445963545,396.10432606718587,0.0,5171.2290445963545,155.76554125299057,5171.2290445963545,5120.504577636719,formal_ur10_fixed_tcp_reference_cond_A,low_absorption,0.1,0.41368757141984985,7.291666666666667,0.9195609211181389,3.8092247692372623
3.0,1,5170.997314453125,396.2451689024223,0.0,5170.997314453125,157.1148043870926,5170.997314453125,5120.127685546875,formal_ur10_fixed_tcp_reference_cond_A,low_absorption,0.1,0.292328846837428,8.75,0.9142886766775737,3.514151159237948
