target_index,ik_ok,peak_sample_idx,point_drift,range_3d_est_m,range_horiz_est_m,sensor_angle_deg,sensor_x,sensor_y,sensor_z,stationarity_ok,target_x_true,target_y_true,vantage_index,waveform_tag
6,True,29.0,0.016260636512994756,0.5661274499205324,0.53329770663986,0.006394285901241441,0.6000238097007958,0.2500326327906729,0.64998380364176,True,1.075,0.0,14,t06_v14
7,True,32.0,0.1200031302603884,0.6177410359227818,0.5877941108306458,0.015377425930659811,0.5999948337037432,-0.24996379443724087,0.650005449226495,False,1.075,0.075,0,t07_v0
7,True,31.0,0.05974684937760555,0.6005365072553653,0.5695863954771174,0.0914642635307868,0.5999945847177396,-0.21453814804518145,0.6503035328990461,False,1.075,0.075,1,t07_v1
7,True,31.0,0.023761204210732714,0.6005365072553653,0.5695815784554933,0.09882248232422976,0.5999970076791361,-0.1788590382920641,0.6503179498382174,True,1.075,0.075,2,t07_v2
7,True,30.0,0.0028530742214877033,0.5833319785879489,0.5514524409880207,0.054579836327358695,0.5999972808079161,-0.14297890691898754,0.6502009531303269,True,1.075,0.075,3,t07_v3
7,True,29.0,0.011809124727573101,0.5661274499205324,0.5332055771587141,0.06063704392307423,0.5999972849723674,-0.10724488756266959,0.6502422193950848,True,1.075,0.075,4,t07_v4
7,True,27.0,0.11027407780848386,0.5317183925856995,0.496432540412832,0.10968439314922832,0.59999849686851,-0.07150020563615937,0.6504709474780392,False,1.075,0.075,5,t07_v5
7,True,26.0,0.044388732200886544,0.514513863918283,0.4779913565852646,0.08994978362800957,0.5999992949707594,-0.03572105357571624,0.6503911216257205,True,1.075,0.075,6,t07_v6
7,True,26.0,0.0037754755113306856,0.514513863918283,0.4780374270749789,0.06322881627547422,0.5999998314016323,1.1044242398506474e-05,0.6502754174339284,True,1.075,0.075,7,t07_v7
7,True,28.0,0.03975135148378429,0.5489229212531159,0.5148540237056779,0.08910479693579249,0.6000010935208556,0.0356059541047167,0.6503725498887059,True,1.075,0.075,8,t07_v8
7,True,25.0,0.031246736024294283,0.4973093352508666,0.45943428818530124,0.0838175664386622,0.6000038308050406,0.07148551290900919,0.650359422586129,True,1.075,0.075,9,t07_v9
7,True,28.0,0.011552532324077491,0.5489229212531159,0.5148882109398525,0.06954442529065336,0.6000065003231903,0.10725051354929445,0.6502800665130547,True,1.075,0.075,10,t07_v10
7,True,26.0,0.07774164450924581,0.514513863918283,0.47812633431452417,0.046425784306341,0.6000094981256674,0.14266705343963718,0.6500518997512977,False,1.075,0.075,11,t07_v11
7,True,26.0,0.06490439019534196,0.514513863918283,0.4781276997604801,0.04268622092849444,0.6000139504702998,0.17839974052649857,0.650048464571208,False,1.075,0.075,12,t07_v12
7,True,27.0,0.005968368194097733,0.5317183925856995,0.49661463796053773,0.01872481031511735,0.6000182606349846,0.21421108497879998,0.6499956588378906,True,1.075,0.075,13,t07_v13
7,True,29.0,0.07184837195455425,0.5661274499205324,0.53329770663986,0.006394285901241441,0.6000238097007958,0.2500326327906729,0.64998380364176,False,1.075,0.075,14,t07_v14
8,True,35.0,0.06420617458808882,0.6693546219250311,0.6418204882649348,0.015377425930659811,0.5999948337037432,-0.24996379443724087,0.650005449226495,False,1.075,0.15,0,t08_v0
