episode,step,sensor_x,sensor_x_actual,peak_idx,d3d_est,d_horiz_est,oracle_horiz_dist,drift,stationarity_ok,waveform_tag,posture_violation,sensor_pose_violation,ik_ok,q_shoulder_pan,q_shoulder_lift,q_elbow,q_wrist_1,q_wrist_2,q_wrist_3
0,0,0.7999999999999999,0.8000177864768347,nan,nan,nan,0.21123513384965065,nan,,,False,False,True,-0.32243764243076856,-1.851374893046811,1.8563012956851905,-1.5750970142184304,-1.5696497743752342,-0.3221531104830672
1,0,0.7999999999999999,0.8000177864768347,nan,nan,nan,0.3612030708033477,nan,,,False,False,True,-0.32243764243076856,-1.851374893046811,1.8563012956851905,-1.5750970142184304,-1.5696497743752342,-0.3221531104830672
2,0,0.7999999999999999,0.8000177864768347,nan,nan,nan,0.3282298573680734,nan,,,False,False,True,-0.32243764243076856,-1.851374893046811,1.8563012956851905,-1.5750970142184304,-1.5696497743752342,-0.3221531104830672
3,0,0.7999999999999999,0.8000177864768347,nan,nan,nan,0.3107707610429512,nan,,,False,False,True,-0.32243764243076856,-1.851374893046811,1.8563012956851905,-1.5750970142184304,-1.5696497743752342,-0.3221531104830672
4,0,0.7999999999999999,0.8000177864768347,nan,nan,nan,0.2796777366438047,nan,,,False,False,True,-0.32243764243076856,-1.851374893046811,1.8563012956851905,-1.5750970142184304,-1.5696497743752342,-0.3221531104830672
5,0,0.7999999999999999,0.8000177864768347,nan,nan,nan,0.20720129531838138,nan,,,False,False,True,-0.32243764243076856,-1.851374893046811,1.8563012956851905,-1.5750970142184304,-1.5696497743752342,-0.3221531104830672
6,0,0.7999999999999999,0.8000177864768347,nan,nan,nan,0.3964134325271734,nan,,,False,False,True,-0.32243764243076856,-1.851374893046811,1.8563012956851905,-1.5750970142184304,-1.5696497743752342,-0.3221531104830672
7,0,0.7999999999999999,0.8000177864768347,nan,nan,nan,0.41251092235062237,nan,,,False,False,True,-0.32243764243076856,-1.851374893046811,1.8563012956851905,-1.5750970142184304,-1.5696497743752342,-0.3221531104830672
8,0,0.7999999999999999,0.8000177864768347,nan,nan,nan,0.35445545287421354,nan,,,False,False,True,-0.32243764243076856,-1.851374893046811,1.8563012956851905,-1.5750970142184304,-1.5696497743752342,-0.3221531104830672
9,0,0.7999999999999999,0.8000177864768347,nan,nan,nan,0.37454255765587374,nan,,,False,False,True,-0.32243764243076856,-1.851374893046811,1.8563012956851905,-1.5750970142184304,-1.5696497743752342,-0.3221531104830672
10,0,0.7999999999999999,0.8000177864768347,nan,nan,nan,0.42687949582880635,nan,,,False,False,True,-0.32243764243076856,-1.851374893046811,1.8563012956851905,-1.5750970142184304,-1.5696497743752342,-0.3221531104830672
11,0,0.7999999999999999,0.8000177864768347,nan,nan,nan,0.33318635951363673,nan,,,False,False,True,-0.32243764243076856,-1.851374893046811,1.8563012956851905,-1.5750970142184304,-1.5696497743752342,-0.3221531104830672
12,0,0.7999999999999999,0.8000177864768347,nan,nan,nan,0.49004807582787213,nan,,,False,False,True,-0.32243764243076856,-1.851374893046811,1.8563012956851905,-1.5750970142184304,-1.5696497743752342,-0.3221531104830672
13,0,0.7999999999999999,0.8000177864768347,nan,nan,nan,0.24406360311841768,nan,,,False,False,True,-0.32243764243076856,-1.851374893046811,1.8563012956851905,-1.5750970142184304,-1.5696497743752342,-0.3221531104830672
14,0,0.7999999999999999,0.8000177864768347,nan,nan,nan,0.22115096179083216,nan,,,False,False,True,-0.32243764243076856,-1.851374893046811,1.8563012956851905,-1.5750970142184304,-1.5696497743752342,-0.3221531104830672
15,0,0.7999999999999999,0.8000177864768347,nan,nan,nan,0.2599754751997102,nan,,,False,False,True,-0.32243764243076856,-1.851374893046811,1.8563012956851905,-1.5750970142184304,-1.5696497743752342,-0.3221531104830672
16,0,0.7999999999999999,0.8000177864768347,nan,nan,nan,0.34183725253636543,nan,,,False,False,True,-0.32243764243076856,-1.851374893046811,1.8563012956851905,-1.5750970142184304,-1.5696497743752342,-0.3221531104830672
17,0,0.7999999999999999,0.8000177864768347,nan,nan,nan,0.38614948041193,nan,,,False,False,True,-0.32243764243076856,-1.851374893046811,1.8563012956851905,-1.5750970142184304,-1.5696497743752342,-0.3221531104830672
18,0,0.7999999999999999,0.8000177864768347,nan,nan,nan,0.3483731175185204,nan,,,False,False,True,-0.32243764243076856,-1.851374893046811,1.8563012956851905,-1.5750970142184304,-1.5696497743752342,-0.3221531104830672
19,0,0.7999999999999999,0.8000177864768347,nan,nan,nan,0.3649660667830513,nan,,,False,False,True,-0.32243764243076856,-1.851374893046811,1.8563012956851905,-1.5750970142184304,-1.5696497743752342,-0.3221531104830672
20,0,0.7999999999999999,0.8000177864768347,nan,nan,nan,0.2761105827633187,nan,,,False,False,True,-0.32243764243076856,-1.851374893046811,1.8563012956851905,-1.5750970142184304,-1.5696497743752342,-0.3221531104830672
21,0,0.7999999999999999,0.8000177864768347,nan,nan,nan,0.35810316270969145,nan,,,False,False,True,-0.32243764243076856,-1.851374893046811,1.8563012956851905,-1.5750970142184304,-1.5696497743752342,-0.3221531104830672
22,0,0.7999999999999999,0.8000177864768347,nan,nan,nan,0.3274007884428577,nan,,,False,False,True,-0.32243764243076856,-1.851374893046811,1.8563012956851905,-1.5750970142184304,-1.5696497743752342,-0.3221531104830672
23,0,0.7999999999999999,0.8000177864768347,nan,nan,nan,0.21000751388334782,nan,,,False,False,True,-0.32243764243076856,-1.851374893046811,1.8563012956851905,-1.5750970142184304,-1.5696497743752342,-0.3221531104830672
24,0,0.7999999999999999,0.8000177864768347,nan,nan,nan,0.3778790710983687,nan,,,False,False,True,-0.32243764243076856,-1.851374893046811,1.8563012956851905,-1.5750970142184304,-1.5696497743752342,-0.3221531104830672
25,0,0.7999999999999999,0.8000177864768347,nan,nan,nan,0.470849909301429,nan,,,False,False,True,-0.32243764243076856,-1.851374893046811,1.8563012956851905,-1.5750970142184304,-1.5696497743752342,-0.3221531104830672
26,0,0.7999999999999999,0.8000177864768347,nan,nan,nan,0.335804820973293,nan,,,False,False,True,-0.32243764243076856,-1.851374893046811,1.8563012956851905,-1.5750970142184304,-1.5696497743752342,-0.3221531104830672
27,0,0.7999999999999999,0.8000177864768347,nan,nan,nan,0.23393511873375628,nan,,,False,False,True,-0.32243764243076856,-1.851374893046811,1.8563012956851905,-1.5750970142184304,-1.5696497743752342,-0.3221531104830672
28,0,0.7999999999999999,0.8000177864768347,nan,nan,nan,0.2819796958659512,nan,,,False,False,True,-0.32243764243076856,-1.851374893046811,1.8563012956851905,-1.5750970142184304,-1.5696497743752342,-0.3221531104830672
29,0,0.7999999999999999,0.8000177864768347,nan,nan,nan,0.2668597399437619,nan,,,False,False,True,-0.32243764243076856,-1.851374893046811,1.8563012956851905,-1.5750970142184304,-1.5696497743752342,-0.3221531104830672
